names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type,n_tumor,n_normal
RPL9,12.136884,1.079646,6.734214752113286e-34,1.299164709977695e-31,CMS3,2898,978
RPL30,12.120674,1.0185391,8.208076118663626e-34,1.5605134989371462e-31,CMS3,2898,978
UBA52,12.119717,1.0844501,8.304619491199133e-34,1.5605134989371462e-31,CMS3,2898,978
RPL10A,12.083018,0.9897448,1.2986374088732275e-33,2.408972393459837e-31,CMS3,2898,978
RPL22L1,12.078904,1.5271239,1.3652752052525373e-33,2.500527461366957e-31,CMS3,2898,978
TGFBI,11.933401,5.523563,7.926782271602277e-33,1.4336576585976668e-30,CMS3,2898,978
RPL36A,11.915638,1.1923633,9.811204461909746e-33,1.7525718192515078e-30,CMS3,2898,978
IFITM1,11.87937,2.0490716,1.5150529726575184e-32,2.641120657997787e-30,CMS3,2898,978
S100A6,11.845844,0.8383069,2.2612966748044057e-32,3.895083522350589e-30,CMS3,2898,978
RPL7,11.751299,1.2470707,6.954195940454641e-32,1.1837677772051554e-29,CMS3,2898,978
PPIA,11.714436,1.1263934,1.0750525964489822e-31,1.8087134904674797e-29,CMS3,2898,978
RPS9,11.703067,0.90317625,1.2292834358928691e-31,2.0444255211418302e-29,CMS3,2898,978
PPA1,11.644856,1.6915456,2.4373292036648807e-31,4.0074677554349044e-29,CMS3,2898,978
RPS3A,11.608786,0.9668247,3.7185803294619224e-31,5.978237642998285e-29,CMS3,2898,978
IFI27,11.600144,1.1158776,4.113842466611555e-31,6.541009521912371e-29,CMS3,2898,978
DNAJC15,11.564569,1.4862895,6.230276356852803e-31,9.798463979054696e-29,CMS3,2898,978
IL32,11.561414,1.414958,6.463569304687119e-31,1.0056062824679347e-28,CMS3,2898,978
RPL3,11.524914,0.92638856,9.881066763501286e-31,1.5049384736957905e-28,CMS3,2898,978
RNF43,11.504375,1.7734838,1.2539326719470343e-30,1.8899116490001707e-28,CMS3,2898,978
BACE2,11.493702,1.6837758,1.4189824668458233e-30,2.095026256407369e-28,CMS3,2898,978
POLR1D,11.44172,1.4221005,2.5870567053867173e-30,3.781022572751557e-28,CMS3,2898,978
CHCHD2,11.377031,1.1231049,5.442072673971574e-30,7.796173219771753e-28,CMS3,2898,978
LSM7,11.359897,1.2625971,6.62227070121612e-30,9.393885762342749e-28,CMS3,2898,978
MT-ND2,11.318308,0.9851266,1.065076575136828e-29,1.496174074335414e-27,CMS3,2898,978
TFF1,11.291474,3.8318791,1.4459063025602072e-29,2.0116171434368882e-27,CMS3,2898,978
EEF1B2,11.26626,1.0035985,1.9257738754892093e-29,2.6537164004241303e-27,CMS3,2898,978
PHLDA2,11.242747,1.1484618,2.5143314681991933e-29,3.432062454091899e-27,CMS3,2898,978
RPS11,11.183595,0.9943922,4.9061757779138753e-29,6.634341806601483e-27,CMS3,2898,978
RPL27,11.150978,1.0580713,7.082390634337408e-29,9.488436119280367e-27,CMS3,2898,978
GADD45GIP1,11.141444,1.2988658,7.883092741113547e-29,1.0369133533742901e-26,CMS3,2898,978
C9orf16,11.096748,1.1491662,1.3009088689459474e-28,1.695752290520623e-26,CMS3,2898,978
GUK1,11.087958,1.1563925,1.4352639992435589e-28,1.8541816790227727e-26,CMS3,2898,978
ZFP36L1,11.057043,1.1170417,2.026686811350418e-28,2.5950558826043536e-26,CMS3,2898,978
RAC1,11.042899,1.2733514,2.3725169651899113e-28,3.011223506081827e-26,CMS3,2898,978
SNRPD2,10.951823,1.0407708,6.512319448128036e-28,8.193630443040395e-26,CMS3,2898,978
RPS10,10.932227,2.3458655,8.08397271081408e-28,1.0083362168342149e-25,CMS3,2898,978
TFF3,10.890275,0.9178416,1.2825295448246888e-27,1.586061537099865e-25,CMS3,2898,978
FXYD5,10.879039,1.9548953,1.4508468357003347e-27,1.7790087174362835e-25,CMS3,2898,978
RPS29,10.848322,1.0163348,2.0311953714152192e-27,2.4696946074795635e-25,CMS3,2898,978
CD44,10.779387,2.0662782,4.3074464458394166e-27,5.1937035520708765e-25,CMS3,2898,978
CCDC85B,10.7767105,2.1850626,4.434610273329227e-27,5.302840995438064e-25,CMS3,2898,978
TSPAN8,10.751744,1.5121675,5.815148799402284e-27,6.896671145782921e-25,CMS3,2898,978
TPM4,10.741202,1.1899322,6.518981865305048e-27,7.668548667406402e-25,CMS3,2898,978
CLDN4,10.714782,0.85283446,8.676167082715158e-27,1.0123827541919808e-24,CMS3,2898,978
NACA,10.697268,0.9428938,1.0482425160033333e-26,1.2133616771241782e-24,CMS3,2898,978
COMMD6,10.668202,1.1739076,1.4337253613497724e-26,1.646394623283322e-24,CMS3,2898,978
PDZK1IP1,10.661131,2.833332,1.547046930796987e-26,1.7625371686379217e-24,CMS3,2898,978
TXN,10.630712,1.0311937,2.1446951594421543e-26,2.4243433017162918e-24,CMS3,2898,978
ANXA2,10.5591,1.3458518,4.6106029861487943e-26,5.171380977254799e-24,CMS3,2898,978
MRPL57,10.499335,1.241464,8.699009117201538e-26,9.608088772273975e-24,CMS3,2898,978
C19orf53,10.437671,1.1802936,1.6685374273872724e-25,1.8151930854786797e-23,CMS3,2898,978
HINT1,10.411944,1.0788517,2.187079047411641e-25,2.3615557266417188e-23,CMS3,2898,978
HSP90AB1,10.3646555,0.9155863,3.590511822909437e-25,3.8482307826427146e-23,CMS3,2898,978
REG4,10.353601,3.866966,4.0303484111142474e-25,4.287875820618533e-23,CMS3,2898,978
RPS13,10.291276,0.8910987,7.714745695834951e-25,8.147785071024518e-23,CMS3,2898,978
RPL26,10.271316,0.94094384,9.490152753686034e-25,9.950218854571247e-23,CMS3,2898,978
EEF1D,10.259501,0.87452734,1.0725897301316555e-24,1.1164964608111456e-22,CMS3,2898,978
TAGLN2,10.212873,1.0113496,1.736455433482366e-24,1.7946266905040254e-22,CMS3,2898,978
ENO1,10.141344,1.2222736,3.620826822553294e-24,3.6894185419382826e-22,CMS3,2898,978
RPL35A,10.060248,0.8445846,8.278929184402581e-24,8.376771074763702e-22,CMS3,2898,978
ZFAS1,9.948717,0.939468,2.554560587112906e-23,2.5144174921725605e-21,CMS3,2898,978
C8orf59,9.856467,1.5358577,6.427073664264486e-23,6.283333030286679e-21,CMS3,2898,978
RPL34,9.855411,0.79535186,6.495093354465775e-23,6.307215150722504e-21,CMS3,2898,978
NENF,9.836987,1.6045163,7.80123073270699e-23,7.525067164769163e-21,CMS3,2898,978
TACSTD2,9.803709,4.343223,1.085257167419078e-22,1.0399063546613667e-20,CMS3,2898,978
BRI3,9.800834,2.4124334,1.116597774961877e-22,1.0628982372318024e-20,CMS3,2898,978
EIF6,9.797546,1.6201936,1.1535407647540655e-22,1.0908876683154623e-20,CMS3,2898,978
HMGA1,9.795266,1.4398229,1.179867399680685e-22,1.1085390523363528e-20,CMS3,2898,978
RPL23A,9.789367,0.81801623,1.2507648314327251e-22,1.1675687965161355e-20,CMS3,2898,978
MRPS34,9.764335,1.2403356,1.6016031477997432e-22,1.4854869195842618e-20,CMS3,2898,978
TAF1D,9.747002,0.8673222,1.8999729624509978e-22,1.7510005601085026e-20,CMS3,2898,978
PSMA7,9.717376,1.1589142,2.5425039341086225e-22,2.328322115355548e-20,CMS3,2898,978
LDHA,9.710502,1.432755,2.7199485401439746e-22,2.4751531715310165e-20,CMS3,2898,978
DNPH1,9.709692,1.461328,2.741640081657847e-22,2.4792993963442118e-20,CMS3,2898,978
RPLP1,9.69449,0.7180529,3.182211153327199e-22,2.8598393277944865e-20,CMS3,2898,978
RPL41,9.658784,0.7200985,4.511869037335975e-22,4.029767475383594e-20,CMS3,2898,978
LYZ,9.649135,2.1742694,4.957229373530267e-22,4.400377411387082e-20,CMS3,2898,978
SEC61G,9.645912,1.36649,5.115415843174487e-22,4.51310681920071e-20,CMS3,2898,978
PABPC1,9.535669,0.79627126,1.4892110533811508e-21,1.3059027109922347e-19,CMS3,2898,978
LGALS3,9.533984,0.8466062,1.513597441874993e-21,1.3192916497885104e-19,CMS3,2898,978
HSPH1,9.513314,1.0164428,1.8468344078924905e-21,1.6001106016644579e-19,CMS3,2898,978
PMEPA1,9.493304,3.724896,2.2382441367201126e-21,1.927687762750197e-19,CMS3,2898,978
RPL38,9.425592,0.80126613,4.276850698445954e-21,3.6401031032832064e-19,CMS3,2898,978
HMGB1,9.3935375,0.7840768,5.8018351194761186e-21,4.909166803725144e-19,CMS3,2898,978
MZT2B,9.382813,1.102007,6.423522020399708e-21,5.403601169369964e-19,CMS3,2898,978
PKM,9.378369,0.92539996,6.700113589084011e-21,5.603696157251824e-19,CMS3,2898,978
VDAC1,9.361912,1.3868748,7.830671757248772e-21,6.511608600898418e-19,CMS3,2898,978
ZNHIT1,9.361185,1.0756625,7.884748469667332e-21,6.51911003472095e-19,CMS3,2898,978
TOMM20,9.337408,1.3225942,9.872128618326586e-21,8.070046834947308e-19,CMS3,2898,978
NDUFA4,9.287822,1.1800835,1.5747793814873156e-20,1.2729320039519535e-18,CMS3,2898,978
DPP7,9.2705555,1.8224932,1.8517968467670632e-20,1.4885360319929244e-18,CMS3,2898,978
PDCD5,9.200927,1.2039101,3.548771360017294e-20,2.8368603761375815e-18,CMS3,2898,978
MZT2A,9.173217,1.2143798,4.5910937278360515e-20,3.629974598254636e-18,CMS3,2898,978
NPM1,9.156876,0.8961735,5.3421663328916295e-20,4.200858949489619e-18,CMS3,2898,978
RPSA,9.108826,0.83677363,8.327820532949651e-20,6.5132559616891086e-18,CMS3,2898,978
LMO7,9.102399,1.9868733,8.835857216398086e-20,6.873441831401286e-18,CMS3,2898,978
MLEC,9.098565,0.96786475,9.15330823608299e-20,7.082311062453732e-18,CMS3,2898,978
RPL4,9.093195,0.8745498,9.617049444399104e-20,7.401547255904822e-18,CMS3,2898,978
EIF3E,9.071319,1.6183114,1.1758554595220437e-19,9.001826795674313e-18,CMS3,2898,978
AGR2,9.06428,1.0916975,1.2543048665792982e-19,9.501851892427156e-18,CMS3,2898,978
CEBPG,9.014991,1.751638,1.9688703699406773e-19,1.483728405347482e-17,CMS3,2898,978
SFN,8.998302,0.9272883,2.2923478570505442e-19,1.7169081620371273e-17,CMS3,2898,978
SLC39A4,8.99784,1.642528,2.3020262867869424e-19,1.7169081620371273e-17,CMS3,2898,978
MRPL52,8.985811,0.9855229,2.5683352738035406e-19,1.905704773162227e-17,CMS3,2898,978
RPL22,8.973088,0.77553767,2.8831572969735724e-19,2.1283879045872765e-17,CMS3,2898,978
POMP,8.952896,1.5791376,3.462741927284169e-19,2.543269692683992e-17,CMS3,2898,978
RPL6,8.948584,0.7394476,3.600712589874314e-19,2.631248003176336e-17,CMS3,2898,978
NCOA7,8.927765,1.6736388,4.347026109136681e-19,3.16065933533159e-17,CMS3,2898,978
PFDN2,8.9152565,1.6352707,4.866872676829669e-19,3.520939038052424e-17,CMS3,2898,978
ANKRD10,8.912514,1.0252948,4.988830109187641e-19,3.591213077106268e-17,CMS3,2898,978
CLDN3,8.881864,0.7410098,6.574956583419861e-19,4.7095567725496026e-17,CMS3,2898,978
CLTB,8.844703,1.0935572,9.177232347916043e-19,6.541151470049124e-17,CMS3,2898,978
EIF3G,8.824742,0.8136063,1.0971178702500864e-18,7.743511446169999e-17,CMS3,2898,978
DSTN,8.772579,1.3874086,1.7462002589460146e-18,1.223797863057881e-16,CMS3,2898,978
CLIC1,8.772282,0.8258423,1.750820081919838e-18,1.223797863057881e-16,CMS3,2898,978
POLR2I,8.771307,1.223953,1.7660476141332644e-18,1.228506871581452e-16,CMS3,2898,978
TKT,8.742325,0.95112586,2.2836152437575197e-18,1.573410902948931e-16,CMS3,2898,978
PCBP1,8.726579,0.81543636,2.624935144370395e-18,1.8000088437865046e-16,CMS3,2898,978
RAN,8.721919,1.1632421,2.7352643590891195e-18,1.866817925078324e-16,CMS3,2898,978
TMSB4X,8.7114105,0.6764114,3.0011787776332658e-18,2.0386880626091889e-16,CMS3,2898,978
S100A14,8.697861,0.9834551,3.3819834584427437e-18,2.2866317130938345e-16,CMS3,2898,978
APRT,8.674762,0.85582995,4.144177237680813e-18,2.7760231690742444e-16,CMS3,2898,978
LAD1,8.67415,0.8654221,4.16649932547936e-18,2.7781142276663993e-16,CMS3,2898,978
TBCA,8.668334,1.1014996,4.384885692636565e-18,2.91031702232837e-16,CMS3,2898,978
HM13,8.647961,1.1030464,5.24277526298369e-18,3.4638226155301834e-16,CMS3,2898,978
TNFRSF12A,8.646936,2.1196272,5.2900370934632956e-18,3.479161213878201e-16,CMS3,2898,978
GPX4,8.623788,0.7709815,6.477524901553492e-18,4.240873656134727e-16,CMS3,2898,978
HSPD1,8.604621,0.81979406,7.656958933175585e-18,4.990474720906196e-16,CMS3,2898,978
SSBP1,8.549268,1.4129126,1.2387168325361258e-17,8.037216973078567e-16,CMS3,2898,978
ATP6V1F,8.536198,1.3580267,1.3871050688799156e-17,8.920010329610443e-16,CMS3,2898,978
ZNF706,8.523772,1.1982096,1.544386734642678e-17,9.887491886524294e-16,CMS3,2898,978
C4orf48,8.522319,0.78221506,1.563905089306381e-17,9.968344818138336e-16,CMS3,2898,978
COMTD1,8.518205,0.7464372,1.6204616488460348e-17,1.0283534911032139e-15,CMS3,2898,978
H2AFY,8.512735,0.9900417,1.698778327674779e-17,1.0733460097435099e-15,CMS3,2898,978
TIMP1,8.477805,1.6449217,2.2948200566618548e-17,1.443641365210451e-15,CMS3,2898,978
SOD1,8.474071,1.01405,2.3696321315361586e-17,1.4842513987531031e-15,CMS3,2898,978
CD46,8.466206,0.72878206,2.535160719686848e-17,1.5810879505667674e-15,CMS3,2898,978
ICA1,8.455317,1.2996001,2.783301376180376e-17,1.728394318109608e-15,CMS3,2898,978
MLXIPL,8.441834,2.9929636,3.1239659400645945e-17,1.9316522729399408e-15,CMS3,2898,978
PDXK,8.434349,1.1943835,3.330512648251496e-17,2.05060372372557e-15,CMS3,2898,978
DUOX2,8.421824,4.5948744,3.7066607663935426e-17,2.27252858597238e-15,CMS3,2898,978
ETS2,8.420024,0.8319875,3.764089361497717e-17,2.2980003785447455e-15,CMS3,2898,978
CAPN8,8.39737,1.0931596,4.565889983380005e-17,2.7757925281313148e-15,CMS3,2898,978
KRTCAP2,8.391736,0.8916959,4.7901665720505635e-17,2.899954817196636e-15,CMS3,2898,978
PRELID1,8.367893,1.0772772,5.865773573223507e-17,3.536328242957121e-15,CMS3,2898,978
SUB1,8.35446,0.9455972,6.57330474232252e-17,3.913956638545866e-15,CMS3,2898,978
BHLHE40,8.349882,1.8936776,6.833092002739541e-17,4.0519675486737054e-15,CMS3,2898,978
PCBD1,8.342711,1.0841647,7.260620337887122e-17,4.287914925260766e-15,CMS3,2898,978
NQO1,8.333706,1.4875824,7.835016458061205e-17,4.608327363076731e-15,CMS3,2898,978
BTF3,8.330187,0.8343184,8.071487583719078e-17,4.728192463515439e-15,CMS3,2898,978
HSP90B1,8.325279,0.83629066,8.413004233450743e-17,4.9083773489435e-15,CMS3,2898,978
RPL5,8.279858,0.7213109,1.2332310874656126e-16,7.137448241815979e-15,CMS3,2898,978
RPS25,8.269481,0.6915081,1.3454386585932074e-16,7.755837430751043e-15,CMS3,2898,978
OCIAD2,8.267101,1.1416606,1.3725537903186368e-16,7.880746346079506e-15,CMS3,2898,978
AP2S1,8.260294,1.0607028,1.4531446668451928e-16,8.31049414410399e-15,CMS3,2898,978
FERMT1,8.259814,1.5555509,1.4589899186563755e-16,8.311072887023267e-15,CMS3,2898,978
DDX21,8.257435,0.83855057,1.4883597226136596e-16,8.445128167253741e-15,CMS3,2898,978
CCT3,8.248893,1.2407556,1.5986890309454504e-16,9.035715464355361e-15,CMS3,2898,978
MISP,8.245968,0.87377167,1.6382839094235577e-16,9.22347466359901e-15,CMS3,2898,978
HDLBP,8.228057,0.77435386,1.9027463338509066e-16,1.0670866939724328e-14,CMS3,2898,978
PTMS,8.184518,1.0452421,2.7339496183598815e-16,1.5273172597702364e-14,CMS3,2898,978
BLVRB,8.1614685,1.0485439,3.309758373304033e-16,1.841880534743694e-14,CMS3,2898,978
RPS17,8.122309,1.8662317,4.57398966611945e-16,2.5356726620338053e-14,CMS3,2898,978
ARL4A,8.117087,1.3289214,4.77505902277188e-16,2.6370354580338296e-14,CMS3,2898,978
TTC3,8.114196,0.834873,4.890132561483854e-16,2.6903166552133036e-14,CMS3,2898,978
PERP,8.1124935,0.61917603,4.959134623396571e-16,2.7179438964365525e-14,CMS3,2898,978
RPL24,8.09602,0.7067511,5.678646054322906e-16,3.1005407456603066e-14,CMS3,2898,978
CD81,8.091344,1.5402869,5.900993544764275e-16,3.209829909744146e-14,CMS3,2898,978
EIF2S2,8.089742,1.116615,5.9791613667633935e-16,3.240168008078635e-14,CMS3,2898,978
TAF7,8.086321,1.0528287,6.149400965468995e-16,3.319988155573541e-14,CMS3,2898,978
UQCRH,8.084305,0.88226074,6.251963090215338e-16,3.3628124145845994e-14,CMS3,2898,978
PTTG1IP,8.079067,1.4415306,6.526402260188427e-16,3.497426455654309e-14,CMS3,2898,978
GNG5,8.051622,0.9204474,8.170376053920909e-16,4.362257237054672e-14,CMS3,2898,978
S100A16,8.043543,1.272441,8.727799734016202e-16,4.6427402335103106e-14,CMS3,2898,978
SNRPE,8.039346,1.6691978,9.03195880997404e-16,4.786938169286242e-14,CMS3,2898,978
MPST,8.031612,0.7687963,9.619969388880294e-16,5.0799758061207656e-14,CMS3,2898,978
TMC5,8.002367,0.705032,1.2205038827879655e-15,6.399217847466024e-14,CMS3,2898,978
RANBP1,8.00235,1.2238772,1.2206677212665858e-15,6.399217847466024e-14,CMS3,2898,978
CAPG,7.9879913,1.3559904,1.3715501962363862e-15,7.164245411315623e-14,CMS3,2898,978
HNRNPA1,7.984505,0.70726836,1.4108730108433809e-15,7.343137263990245e-14,CMS3,2898,978
SNRPB,7.979664,0.9984405,1.4673251755949133e-15,7.609579916015341e-14,CMS3,2898,978
FHL2,7.9745417,1.129721,1.5294753016489203e-15,7.903563621270795e-14,CMS3,2898,978
PFKL,7.96243,0.6128299,1.6869303615238068e-15,8.686190534123829e-14,CMS3,2898,978
EIF4B,7.949806,1.068768,1.8680338315100835e-15,9.584603371673546e-14,CMS3,2898,978
TRAP1,7.9489307,1.6127117,1.8812846569698366e-15,9.618483286818575e-14,CMS3,2898,978
SLPI,7.943858,2.054038,1.9598804928113225e-15,9.985039031861629e-14,CMS3,2898,978
DST,7.935795,1.1902475,2.091518782881148e-15,1.0618310620879764e-13,CMS3,2898,978
CBX3,7.9205604,0.958067,2.3644281651603032e-15,1.1961857035560988e-13,CMS3,2898,978
PCCA,7.9055243,1.5975156,2.6680861034022556e-15,1.3451058477396249e-13,CMS3,2898,978
FAM84A,7.889133,0.83575386,3.042928438061686e-15,1.5287545684136992e-13,CMS3,2898,978
SET,7.8282123,1.1343977,4.948567124244156e-15,2.4689937145065067e-13,CMS3,2898,978
TSC22D1,7.826345,0.69258827,5.022580603402607e-15,2.4973099227021413e-13,CMS3,2898,978
ADRM1,7.794967,1.1068118,6.442511070314515e-15,3.192352488917148e-13,CMS3,2898,978
CEBPB,7.7786093,1.1676303,7.332605821800701e-15,3.6210059261308653e-13,CMS3,2898,978
BSG,7.776048,0.73934686,7.482512685812249e-15,3.682465171803314e-13,CMS3,2898,978
C19orf33,7.7714386,1.1220248,7.759983755961213e-15,3.793216383952797e-13,CMS3,2898,978
TSTA3,7.763309,0.9714454,8.274172513087492e-15,4.0309428313758557e-13,CMS3,2898,978
IGHA1,7.761392,1.9521785,8.400206411909738e-15,4.073984034957698e-13,CMS3,2898,978
PHPT1,7.7611113,0.6879601,8.418834932976376e-15,4.073984034957698e-13,CMS3,2898,978
PHF14,7.75318,0.93299735,8.96192807190767e-15,4.322337909081069e-13,CMS3,2898,978
JTB,7.7366405,0.93449897,1.0207816050729398e-14,4.906873436478527e-13,CMS3,2898,978
CANX,7.7317166,1.3275356,1.0610595471626885e-14,5.083599532416205e-13,CMS3,2898,978
EIF3H,7.7260823,0.8787522,1.109070409704946e-14,5.27866439408581e-13,CMS3,2898,978
ARF1,7.7013307,0.7448445,1.34656777538629e-14,6.367153314400076e-13,CMS3,2898,978
RAB25,7.7000084,0.9518549,1.3605709696663668e-14,6.412410866482951e-13,CMS3,2898,978
SLC3A2,7.6853027,1.1009272,1.526353909421267e-14,7.147189228290069e-13,CMS3,2898,978
ENY2,7.6827583,0.7330707,1.5569911042660472e-14,7.267130415363044e-13,CMS3,2898,978
NPDC1,7.6780825,0.8112402,1.6148774503811926e-14,7.513074543268641e-13,CMS3,2898,978
MRPS12,7.673671,1.2158334,1.671429758567609e-14,7.751255505357286e-13,CMS3,2898,978
HSPE1,7.665921,0.5932844,1.775521517710198e-14,8.206855328061044e-13,CMS3,2898,978
SPTBN1,7.6655245,0.6694708,1.7810163611937022e-14,8.206855328061044e-13,CMS3,2898,978
S100A13,7.659692,1.0932986,1.863795555089201e-14,8.56103424970973e-13,CMS3,2898,978
CARHSP1,7.6531653,1.006102,1.960915645368064e-14,8.978635592667885e-13,CMS3,2898,978
SERPINB6,7.6476135,0.852262,2.0474348106390035e-14,9.345215859664272e-13,CMS3,2898,978
ASPH,7.6447716,1.0748161,2.0931666053036985e-14,9.523908054131828e-13,CMS3,2898,978
NAPRT,7.6354027,0.75717276,2.2511536291141062e-14,1.0210640081395612e-12,CMS3,2898,978
UXT,7.632032,0.7647608,2.3108180348383624e-14,1.0448508170648833e-12,CMS3,2898,978
EIF1AX,7.625588,1.2276108,2.429243503569709e-14,1.0949758334314678e-12,CMS3,2898,978
PLP2,7.604901,1.1483012,2.851219584408664e-14,1.2811893219505887e-12,CMS3,2898,978
ALDOA,7.6015797,0.90883744,2.9253709298111574e-14,1.3104393802921867e-12,CMS3,2898,978
EFNA1,7.5862465,0.96364164,3.293060328341035e-14,1.4660704581774289e-12,CMS3,2898,978
NEDD8,7.5821652,1.145202,3.398353564500489e-14,1.5083060651766129e-12,CMS3,2898,978
TSTD1,7.581372,0.8226469,3.419196293406072e-14,1.5129159378988518e-12,CMS3,2898,978
DDRGK1,7.558041,0.9920015,4.0918426209780894e-14,1.8050265513089015e-12,CMS3,2898,978
IRF2BP2,7.553365,1.2427942,4.2415349985626154e-14,1.8653729451125378e-12,CMS3,2898,978
UBE2I,7.5471854,1.0922469,4.447648281627086e-14,1.9500916056624943e-12,CMS3,2898,978
TMEM258,7.545335,0.761976,4.5112662026517234e-14,1.972009386289057e-12,CMS3,2898,978
EIF3B,7.524582,1.3763378,5.288933945823814e-14,2.29806562348723e-12,CMS3,2898,978
CD151,7.5053654,0.63544995,6.12575300377843e-14,2.6531291147143875e-12,CMS3,2898,978
KDELR1,7.505002,0.96221685,6.14277595845822e-14,2.6531291147143875e-12,CMS3,2898,978
PTGES3,7.4987063,0.7407573,6.44506782708564e-14,2.7754073330387535e-12,CMS3,2898,978
SNHG15,7.4932375,1.2530106,6.719526323613594e-14,2.8850096847586078e-12,CMS3,2898,978
IGKC,7.49142,1.5592544,6.813255055083865e-14,2.916597260118593e-12,CMS3,2898,978
PGK1,7.4885283,0.7935765,6.96502416046711e-14,2.972770931498484e-12,CMS3,2898,978
MSLN,7.4806466,3.8549805,7.395781429520296e-14,3.147340044227328e-12,CMS3,2898,978
MRPL14,7.47336,0.9930293,7.817267892005668e-14,3.316951587373314e-12,CMS3,2898,978
TMPRSS4,7.4700055,0.5758601,8.019137102142536e-14,3.3926577406696007e-12,CMS3,2898,978
UFC1,7.4679074,0.9423469,8.148026159048616e-14,3.437136749133365e-12,CMS3,2898,978
GPI,7.464999,0.80025226,8.330016169696937e-14,3.5036919755623547e-12,CMS3,2898,978
NTHL1,7.462884,1.9071697,8.46487627866911e-14,3.5500955036540104e-12,CMS3,2898,978
GGCT,7.459282,1.9394794,8.69951661502701e-14,3.6379568180007456e-12,CMS3,2898,978
HSBP1,7.4586706,0.9748732,8.739970557630983e-14,3.644341037416792e-12,CMS3,2898,978
NAP1L1,7.454193,1.624449,9.041958305572625e-14,3.7594280092911006e-12,CMS3,2898,978
RSL1D1,7.452838,1.3170079,9.135339194042316e-14,3.787370280762128e-12,CMS3,2898,978
FBL,7.4425607,0.96447384,9.875211084013834e-14,4.082412262131319e-12,CMS3,2898,978
GALNT6,7.437488,2.274923,1.0261789642304589e-13,4.2301377303277805e-12,CMS3,2898,978
MDH2,7.4302673,0.90545034,1.0837838417645455e-13,4.4549057972986394e-12,CMS3,2898,978
TRIB1,7.423592,1.0518916,1.1398592906093394e-13,4.67213146623981e-12,CMS3,2898,978
SNU13,7.4191804,0.76308596,1.1784739209198203e-13,4.816762475081604e-12,CMS3,2898,978
PSMB1,7.418503,0.8939611,1.1845162698603217e-13,4.82782138270676e-12,CMS3,2898,978
DYNLRB1,7.4173627,0.7954662,1.1947539067016543e-13,4.8558691786702916e-12,CMS3,2898,978
EIF5B,7.411431,0.8130418,1.249438728909962e-13,5.063901671876258e-12,CMS3,2898,978
PGLS,7.4083247,0.836908,1.2790496860463796e-13,5.169432935029348e-12,CMS3,2898,978
RPL15,7.406821,0.6250843,1.2936292733466196e-13,5.2137944167276424e-12,CMS3,2898,978
MDK,7.4054494,0.6863029,1.307069472521051e-13,5.253330054974191e-12,CMS3,2898,978
JUND,7.3860846,0.8174558,1.5121589821909533e-13,6.060783466293879e-12,CMS3,2898,978
NUTF2,7.38045,1.2932158,1.577555002127983e-13,6.305426333091101e-12,CMS3,2898,978
BAX,7.370106,1.0565442,1.7049190217396416e-13,6.7957226792151165e-12,CMS3,2898,978
RNH1,7.3682227,0.78459316,1.7291768144961898e-13,6.8734778376223535e-12,CMS3,2898,978
PLAUR,7.360853,2.1970446,1.827381478017806e-13,7.243940439846476e-12,CMS3,2898,978
MYL12B,7.3586063,0.7700068,1.8584029419333853e-13,7.346784745036654e-12,CMS3,2898,978
SND1,7.355946,1.1022938,1.895796140441029e-13,7.474189197831403e-12,CMS3,2898,978
CXCL3,7.348593,1.1117756,2.0030377667761901e-13,7.8658452090961e-12,CMS3,2898,978
ANO9,7.348395,0.8634489,2.006010700225628e-13,7.8658452090961e-12,CMS3,2898,978
TUFM,7.3428926,0.6764686,2.0902610491201117e-13,8.174050572896999e-12,CMS3,2898,978
SNRPG,7.334499,0.88500714,2.2255257301157995e-13,8.679550347451618e-12,CMS3,2898,978
REG1A,7.3259892,9.101786,2.371424199709116e-13,9.198964274957425e-12,CMS3,2898,978
VPS36,7.323445,0.795914,2.4168486646574197e-13,9.35010249436583e-12,CMS3,2898,978
BAIAP2L1,7.3224864,0.83190215,2.434177232515608e-13,9.392029433938223e-12,CMS3,2898,978
DEK,7.3207846,0.6025607,2.4652516935516865e-13,9.486629455850891e-12,CMS3,2898,978
NONO,7.3162904,0.9993541,2.5491978514473944e-13,9.783645547106724e-12,CMS3,2898,978
MRPL36,7.3074503,1.5465653,2.722586942042941e-13,1.0421457794819925e-11,CMS3,2898,978
HEBP2,7.297702,0.8386309,2.9272460774744755e-13,1.1175283244057568e-11,CMS3,2898,978
CD320,7.2887297,1.1930821,3.1289118296581237e-13,1.1882473822394592e-11,CMS3,2898,978
DDX18,7.2850947,0.83074194,3.2144478130550307e-13,1.2175352200809749e-11,CMS3,2898,978
NME2,7.2829137,0.9631069,3.2668673765748115e-13,1.2315488616383348e-11,CMS3,2898,978
SNRPF,7.2828474,1.1599156,3.268468884298297e-13,1.2315488616383348e-11,CMS3,2898,978
COMT,7.2551875,1.226125,4.0110562258110027e-13,1.503522604436772e-11,CMS3,2898,978
ATP6V0E1,7.2506437,1.0968496,4.147955836471374e-13,1.5508210076977858e-11,CMS3,2898,978
PARP4,7.248793,1.406581,4.205016947510747e-13,1.5681028405549742e-11,CMS3,2898,978
LSM5,7.247124,1.2075312,4.2571343553135147e-13,1.5822884609811113e-11,CMS3,2898,978
